spanish,english
"Del Sexto informe periódico sobre las regiones se puede deducir con cautela que estos estímulos no siempre tienen el efecto deseado.","From the sixth periodic report on the regions, one can draw the hesitant conclusion that these incentives do not always have the desired effect."
"Los esfuerzos enfocados al aumento del PIB por habitante de las regiones del objetivo 1 no siempre conducen a ese aumento. Por lo tanto, no es un resultado muy satisfactorio para un periodo en el que, sobre todo en los últimos años, se ha visto un progreso económico.","The efforts made in order to drive up the GDP per capita in Objective 1 regions do not always result in such an increase, not really a satisfying result over a period during which, certainly over the past couple of years, there has been economic growth."
"Además, como indica el ponente, los efectos de las medidas estructurales en cuanto a los niveles de empleo son escasos.","As indicated by the rapporteur, the effects of the structural measures, on the other hand, are minimal as far as employment is concerned."
"Conviene por lo tanto guardar ciertas reservas sobre la eficacia de la ayuda comunitaria.","Some reservation about the effectiveness of Community aid is therefore called for."
"La constatación de que las diferencias entre las regiones dentro de los Estados miembros a veces incluso aumentan, también suscita serias preguntas.","Also, the observation that the disparities between regions within Member States sometimes even become more pronounced raises serious questions."
"Señor Presidente, por estos motivos me parece útil y necesario prestar atención tanto a las administraciones nacionales como a las regionales, en lo que respecta al fomento del empleo.","Mr President, it therefore seems worthwhile and necessary to focus attention on both national and regional authorities, especially in connection with boosting employment."
"Al fin y al cabo, son ellas las que tienen más conocimiento de las regiones que están bajo su responsabilidad.","It is, after all, they who have most knowledge about the regions which fall under their remit."
"Si se les encarga la elaboración de unos planes más ajustados a las necesidades de las correspondientes regiones y si se financian éstos en caso de necesidad, entonces se puede conseguir un rendimiento más alto.","By allowing them to develop tailor-made plans for the relevant regions and, if necessary, tying this in with financial aid, a higher return can be achieved."
"Y éste es, en última instancia, el objetivo final.","Surely this must be the ultimate goal."
"Por lo tanto, doy mi sincera aprobación a que la Comisión deje en manos de los Estados miembros y de las regiones la elaboración práctica y la puesta en marcha de estas medidas.","I am therefore in favour of the Commission delegating the practical details and implementation of measures to the Member States and regions."
"Tal vez, en relación con lo anteriormente dicho, sea más útil de todas formas dar mayor peso a los Estados miembros en cuanto al apoyo financiero de las regiones.","Following on from this, it is probably also more meaningful, with regard to the financial aid to regions, to give Member States more say anyway."
"Podemos evitar muchos problemas en el futuro trasladando los criterios sobre las regiones hacia los Estados miembros.","By shifting the criteria from the regions to the Member States, we can avoid a great deal of problems later on."
"Finalmente quiero prestar atención a la situación de los países de Europa oriental y central.","Finally, I would like to draw attention to the position of the Central and Eastern European countries."
"Del informe se desprende que por regla general tienen un gran retraso con respecto a los países de la Unión Europea, especialmente en cuanto al PIB por habitante.","The report shows that, in general, they are a long way behind EU countries, especially in terms of GDP per capita."
"El planeado ingreso de un gran número de estos países dentro de poco nos obliga a revisar la política estructural actual.","With the planned accession of a large number of these countries in the foreseeable future, it is a matter of urgency to review the current structural policy."
"Quiero hacer ahora un llamamiento a la Comisión, como han hecho otros ya, para que presente pronto algunas propuestas para una reforma.","I would like to take this opportunity to follow the example of others and call on the Commission to submit proposals for reform sooner rather than later."
"Distinguido señor Presidente, estimados colegas, señor Comisario, tras un análisis atento del presente informe se llega, sin lugar a dudas, a la conclusión de que sólo se ha podido satisfacer parcialmente el objetivo propuesto de la política estructural.","Mr President, Commissioner, following close scrutiny of this report one cannot escape the conclusion that it was possible to fulfil the stated objective of the structural policy only in part."
"Así, entre otras cosas, la disparidad entre las regiones ha aumentado en vez de disminuir, los estados miembros muestran en este punto una cierta aproximación.","For example, whilst the disparities between the regions have increased rather than decreased, there has been a certain amount of convergence between the Member States themselves in this respect."
"Igualmente, en las regiones más fuertemente afectadas apenas se han podido reducir las cifras de desempleados; incluso éstas han aumentado, en parte.","Equally, unemployment levels in the worst affected regions barely fell at all, indeed they rose in some cases."
"Por consiguiente, me pregunto a qué se debe que los recursos de los Fondos estructurales no se hayan utilizado de manera eficiente.","I wonder why it is that the structural funds are not employed more efficiently."
"Incluso la acumulación de recursos del Fondo de cohesión y de los Fondos estructurales no han producido en todas las regiones y países el efecto deseado.","Even the accumulation of money from the cohesion funds and the structural funds has failed to have the desired effect in all regions and countries."
"Una vez que en toda Europa el objetivo declarado de todos los políticos es la reducción del desempleo hay que plantear la pregunta crítica acerca de si la política que se ha aplicado es la correcta o si no será más eficaz reforzar la competitividad de las regiones mediante medidas pertinentes como el aumento de la financiación a la investigación y al desarrollo, la mejora de la infraestructura o la elevación del nivel educativo.","Since it is the declared aim of all politicians throughout Europe to reduce unemployment, then one must pose the critical question as to whether the policy employed is the right one or whether it would not be more appropriate to boost the competitiveness of the regions by appropriate measures such as increased support for research and development, improvements in infrastructure and raising the level of training."
"Las reformas estructurales serias y una política fiscal e impositiva que favorezca la competencia son los elementos constructivos del éxito de una zona económica.","Genuine structural reforms and a competition-friendly taxation policy are the cornerstones of a successful economic base."
"Si queremos evitar el reproche de que practicamos una política estructural de altos costes que a largo plazo no moverá nada en la cuestión del empleo, tenemos que revisar las medidas que se vienen aplicando hasta ahora.","If we do not wish to stand accused of pursuing a cost-intensive structural policy that does nothing to improve the unemployment situation in the long term, then the measures drawn up so far must be analysed."
"La política estructural de la Unión será exitosa, cuando se logre crear suficientes puestos de trabajo y descienda de manera significativa la tasa de desempleo.","We will only be able to say that the structural policy of the Union has been a success when we manage to create a sufficient number of jobs and when there is a significant reduction in the unemployment rate."
"Señor Presidente, señor Comisario, señorías, felicito al ponente por el tratamiento que le ha dado a este importante asunto, ya que el estado de la evolución socioeconómica decidirá el juicio que emitan los ciudadanos europeos sobre los aciertos de nuestro trabajo.","Mr President, Commissioner, my thanks go to the rapporteur for handling this very important report, because developments in the social and economic situation will decide to what extent the citizens of Europe will judge that we have been successful in our work."
"Se trata de un asunto que influye en la vida cotidiana de los ciudadanos y que es clave desde el punto de vista de la credibilidad de la UE.","This issue, which has an impact on their everyday life, is a key issue as regards EU credibility."
"Hay que reconocer que la UE ya ha apoyado, diría que incluso extraordinariamente, el desarrollo de los países más pobres.","It has to be conceded that the EU has already aided, I would say quite magnificently, the development of poor countries."
"Me viene a la memoria el estado en que se encontraban Portugal y Grecia cuando conduje por estos países por primera vez, hace ya veinticinco años.","I remember what Portugal and Greece used to be like when I drove through those countries for the first time twenty-five years ago."
"En este sentido, los que hablan francés seguro que le dirán a la UE " coup de chapeau" , es decir, me quito el sombrero.","In this connection, French speakers would speak of a "coup de chapeau" : in other words, I take my hat off to the EU."
"Es cierto que la UE se merece que nos descubramos ante ella, pero, dentro de los países, las diferencias entre las regiones ricas y las regiones pobres siguen siendo demasiado grandes.","The EU really deserves such a gesture, but differences between rich and poor areas within countries are still too great."
"¿Cuáles son las consecuencias de esto?","What is the result?"
"La gente reacciona votando con los pies, es decir, marchándose en busca del pan a otro sitio.","People react by voting with their feet and go where they can earn a crust."
"Así pues, nos vemos obligados a construir repetidas veces, para las mismas personas y en el mismo país, escuelas y hospitales, toda la infraestructura una vez más.","Consequently, we have to build schools, hospitals, and the whole infrastructure for the same people in the same country many times over."
"Esto resulta muy caro y también origina problemas sociales muy graves.","This is very costly and it also causes very great social problems."
"Sin embargo, la mayor parte de la población desearía vivir en su región natal, siempre que se les dieran las oportunidades para ello, o sea, si hubiera trabajo.","Most people, however, would like to live in the area in which they were born and raised, if they were given the chance to, in other words, if there was work there."
"Nosotros debemos proporcionar esa oportunidad.","We must give them this opportunity."
"Se trata de una obligación moral de la UE y de todos nosotros.","This is a moral obligation the EU and all of us have."
"Considero que la solución es estimular de forma clara el espíritu emprendedor.","The solution, as I see it, lies in clearly encouraging entrepreneurship."
"Y con espíritu emprendedor no me refiero exclusivamente al hecho de tener en propiedad una empresa, sino que entiendo la expresión como un estado de la voluntad.","By entrepreneurship I do not simply mean the ownership of business, but creating will."
"Me refiero a la actitud, a que la persona tenga el deseo de prosperar en la vida, sea trabajador por cuenta ajena, propietario de una empresa o funcionario.","I mean the attitude where a person wants to get on in life, whether he or she is an employee, the owner of a business or an official."
"¿Cómo es una sociedad justa?","What is a fair society?"
"Es una sociedad en la que cualquier persona de origen humilde puede prosperar en la vida, de forma que sus hijos puedan disfrutar de una situación más desahogada.","One in which someone from a modest background can get on in life so as to make life a little easier for his or her children."
"Por consiguiente, también es posible el desarrollo óptimo de las regiones, puesto que los ciudadanos sí que emprenden y trabajan, si se les dan oportunidades para ello.","In this way, positive development of the regions is also possible, because people will start business and will work if they are given the chance."
"Para terminar, diría que, en este aspecto, deberíamos tomar ejemplo de los Estados Unidos, donde la laboriosidad se ha vuelto a poner de moda y el éxito es una manifestación de la valía personal, y no objeto de envidia, como ocurre muchas veces aquí en Europa.","Finally, I would say that in this matter we should learn a lesson from America, where hard work is still in fashion and success is an indication of ability and not the object of envy, as it often is here in Europe."
". (FR) Señor Presidente, como lo han hecho todos los oradores, a mi vez quiero dar la gracias al Sr. Berend y felicitarlo por la calidad de este trabajo.","Mr President, as all the previous speakers have done, I should like in turn to thank Mr Berend and congratulate him on the quality of his report."
"Como en el caso del informe anterior, este análisis de suma competencia y precisión, las recomendaciones que en él se hacen y las observaciones de Sus Señorías serán muy útiles a la Comisión en general y, en particular, al comisario encargado de la política regional, en el momento en que emprendemos la programación de los créditos 2000-2006.","Just like the previous report, this extremely competent and precise analysis, the recommendations it supports and your own comments, ladies and gentlemen, shall prove useful to the Commission in general and to the Commissioner responsible for regional policy in particular at this time when we are involved with the programming of appropriations for 2000-2006."
"Por mi parte, quiero hacer algunas observaciones; primero, sobre el juicio que formula el ponente sobre este sexto informe periódico.","I should also like to make a few comments, firstly, Mr Berend, regarding the assessment you have made of this sixth periodic report."
"Su Señoría ha subrayado la calidad e incluso, si no me equivoco, ha puesto por escrito que, en relación con los precedentes, constituye una verdadera mejora.","You pointed out the quality of the report and you even wrote, if I am not mistaken, that it marked a real improvement in comparison with previous reports."
"En nombre de todos los funcionarios de la Comisión y de mi antecesora, la Sra. Wulf-Mathies, debo decirle que hemos sido muy sensibles a esta apreciación de la Asamblea y de Su Señoría personalmente.","On behalf of all the officials of the Commission and my predecessor, Mrs Wulf-Mathies, I must inform you that we were very alert to the evaluation made by this House and by yourself."
"Es verdad que la Comisión se ha empeñado, señor Berend, en que este sexto informe periódico permita comprobar que se ha hecho un esfuerzo para superar un baremo cualitativo en el análisis que se propone a Sus Señorías.","The Commission was certainly very anxious to ensure, Mr Berend, that this sixth periodic report should show that progress had been made and a threshold crossed in terms of the quality of the analysis submitted to you."
"Pienso sobre todo en el contenido del capítulo 2.1 de este informe, donde la Comisión examinó de un modo más profundo las definiciones económicas de la competitividad regional, y procuró analizar en qué medida esta competitividad se puede sostener, mejorar e influenciar mediante factores que el Sr. Markov, ahora mismo, o antes la Sra. Raschhofer, destacaron con gran vehemencia.","I am thinking in particular of the contents of chapter 2.1 of this report, where the Commission examined in greater detail the economic definitions of regional competitiveness and attempted to analyse the extent to which this competitiveness may be supported, improved and influenced by factors which some of you - Mr Markov, just now, and Mrs Raschhofer - stressed very forcefully."
"Me refiero a la investigación y desarrollo tecnológicos, a la dotación y a la calidad de las infraestructuras, al potencial de recursos humanos, a la pequeña y mediana empresa, a la inversión directa del extranjero.","I am thinking of technological research and development, infrastructure provision and quality, human resources potential, small and medium-sized businesses and direct investment from abroad."
"Esto en cuanto a la calidad.","So much for the quality."
"No quiero detenerme ahora, señor ponente, en el detalle de mis ideas sobre los puntos generales que esta Asamblea ya ha suscrito.","I do not wish to spend time right now, Mr Berend, going into details regarding my opinion of the general points which your House has already endorsed."
"Los citaré telegráficamente: el primero se refiere a la utilidad de las conclusiones de este informe para la elaboración de las prioridades de la nueva política regional, en especial para negociar los documentos de programación con los Estados miembros.","Let me just itemise them: the first point concerns the usefulness of the conclusions of this report in drawing up the priorities of the new regional policy, particularly for the negotiation of programming documents with the Member States."
"El segundo punto es el partenariado, sobre el que varios diputados han insistido, el papel de las autoridades locales y regionales, del sector privado, de los copartícipes sociales, del sector de sociedades y de grupos locales de animación.","Secondly, partnership, a subject which a number of you stressed, the role of local and regional authorities, the private sector, both sides of industry, associations and local community action groups."
"Me mantendré en extremo vigilante en lo relativo a la buena aplicación, en esta cuestión del partenariado, de las disposiciones del reglamento general de los Fondos estructurales.","Regarding this problem of partnership, I shall be extremely attentive to ensuring that the terms of the Structural Funds regulations are applied properly."
"El tercer punto consiste en la necesidad de desarrollar el contenido en empleo del crecimiento y, si no recuerdo mal, el Sr. Van Dam ha dicho hace unos momentos que la primera responsabilidad es de incumbencia de los Estados miembros, y que cuando se habla de la responsabilidad de los Estados miembros, como también de la utilidad o de la eficacia de esta política regional, debemos considerar muy bien en qué período nos situamos.","Thirdly, the need to develop the employment side of growth, even though I am aware, as Mr van Dam just said, that the prime responsibility is that of the Member States, and that, when we speak of the responsibility of Member States, and indeed of the usefulness or effectiveness of this regional policy, we must clearly establish what sort of period we are working in."
"Hace unos momentos, el Sr. Fruteau afirmaba que los beneficios del crecimiento se reparten desigualmente.","Mr Fruteau stated just now that the fruits of growth were distributed inequitably."
"Le recuerdo, Señoría, que es necesario que haya un crecimiento y que no estemos globalmente en un período de estancamiento o de recesión, como ha ocurrido en el pasado.","Mr Fruteau, we at least need to recognise that there is growth, and that we are not working in a period of stagnation or recession, as has been the case in the past."
"Su Señoría me dirá que el crecimiento o la recesión no afectan a todos.","You will tell me that situations of growth or shortage do not affect everyone alike."
"Estoy de acuerdo con su análisis.","I agree with your analysis."
"Es necesario que, cuando lo haya, el crecimiento se reparta mejor, pero lo que es aún más difícil y afecta incluso con mayor gravedad a las regiones perjudicadas por la lejanía, ya sean ultraperiféricas o insulares, es la falta de crecimiento que sufrió en todo el mundo los dos decenios pasados.","When there is growth, it must be better distributed, but a matter that is even more difficult and which more seriously affects the regions handicapped by their remoteness, be they the most remote or island regions, is the lack of growth which generally characterised the last two decades."
"El cuarto punto, sobre el que la Sra. Hedkvist Petersen acaba de insistir, es la promoción de una política de igualdad de oportunidades para las mujeres y para los jóvenes.","Fourthly, a point which Mrs Hedkvist Petersen stressed just now, the promotion of an equal opportunities policy for women and young people."
"El quinto punto se refiere a la importancia y el papel de las pequeñas y medianas empresas, y a él se acaba de referir el Sr. Vatanen con gran viveza.","Fifthly, the importance and role of small and medium-sized businesses. Mr Vatanen expressed this most forcefully just now."
"Por fin, están los efectos positivos en las administraciones nacionales del sistema de gestión de los Fondos estructurales, la motivación de los funcionarios cuando gestionan estos Fondos, aun cuando a veces sea complicado, y la importancia de aportar una y otra vez mejoras a los procedimientos de evaluación, de seguimiento y de control de la Comisión.","Finally, the positive effects on national administrations of the system of management of the Structural Funds, the motives of officials in managing these funds, even if it is occasionally complicated, and the importance of once again making improvements to the procedures for the evaluation, follow-up and supervision of the Commission."
"En este aspecto, informo al Parlamento Europeo de que tengo la intención de organizar a mediados del año 2000 un seminario con las autoridades nacionales y regionales justamente sobre este tema de la evaluación de los procedimientos de intercambio de buenas prácticas en la gestión de los Fondos estructurales.","In relation to this, I must inform the European Parliament of my intention to organise halfway through the year 2000 a seminar with national and regional authorities on this question of the evaluation of procedures for the exchange of good practice in the management of Structural Funds."
"Quiero recordar algunos puntos específicos.","I should like to mention a few specific points."
"El Sr. Berend expresó su deseo de que la división en zonas se realizara rápidamente.","Mr Berend, you expressed a wish that zoning should be implemented quickly."
"Hemos terminado con la división en zonas.","Well, we are coming to an end of the zoning phase."
"Mañana la Comisión dará a conocer su decisión relativa a cuatro nuevos países y muy pronto, espero, será el turno de Italia.","Tomorrow, the Commission is to decide on the matter for four more countries and very soon, I hope, it will be Italy' s turn."
"Es decir que su deseo se verá cumplido, porque todos los países involucrados en el objetivo 2 quedarán divididos en zonas.","You may therefore be satisfied on this point, since zoning will have been completed for all the countries affected by Objective 2."
"Con respecto a la economía sumergida que Su Señoría señalaba en su informe, sé que el análisis y las estadísticas sobre este asunto se basan en la fiabilidad de los datos y, como ha recordado el Sr. Cocilovo, existe un problema de fiabilidad en esos datos.","Regarding the informal economy you mention in your report, I am well aware that the analysis and production of statistics on this subject are dependent on the reliability of data and, as Mr Cocilovo mentioned, there is clearly a problem with the reliability of this data."
"En cierta medida, están recogidos en las estadísticas del PIB, las encuestas sobre fuerzas de trabajo y, en cualquier caso, debo subrayar los esfuerzos que hace y continuará haciendo Eurostat para mejorar la calidad de las estadísticas.","To a certain extent, they are taken into account in the statistics on GDP and labour force surveys and, in any case, I wish to point out the efforts which Eurostat is making and shall continue to make in order to improve the quality of the statistics."
"El ponente, como el Sr. Aparicio Sánchez, ha recordado la ausencia de reformas en el sector de la pesca.","Mr Berend, you also mentioned, as did Mr Aparicio Sánchez, the lack of reform in the fisheries sector."
"Sobre este asunto, que me interesa personalmente, recordaré que la poca envergadura del sector -lo que no significa que sea desdeñable- y su concentración en un número muy pequeño de regiones no facilitan su análisis en un marco regional.","On this point which is of personal interest to me, let me remind you that the small scale of this sector - and this does not necessarily mean that it is an insignificant area - and its concentration in a limited number of regions do not make it easy to analyse in a regional context."
"Este tipo de análisis sectorial depende más bien de la práctica y de la competencia de la Dirección General de Pesca, que está a cargo de mi colega Fischler.","This type of sectoral analysis pertains rather to the practice and competence of the Directorate General for Fisheries, under Commissioner Fischler."
"No obstante, aseguro a Sus Señorías que la Comisión se esforzará por incluir un análisis de este tipo en el segundo informe sobre la cohesión, que sin duda será más apropiado para esas preocupaciones.","Nonetheless, I must assure you that the Commission will make every effort to include an analysis of this type in the second report on cohesion which, no doubt, will respond better to these concerns."
"Varios diputados mencionaron los puntos que se deben incluir en este segundo informe sobre la cohesión, y el ponente ha recordado algunos de ellos.","Several of you mentioned points which must be included in the second report on cohesion, and your rapporteur mentioned some of these."
"Ante todo, quiero asegurarles que la fusión de los informes periódicos y del informe sobre la cohesión no tendría que implicar ninguna pérdida de información o de interés por el contenido del segundo, que para mí, señor ponente, es un instrumento de extrema importancia, no sólo para que se advierta acerca de lo que se ha hecho y para que se diga de manera transparente y rigurosa, para que se examinen o se valoren las orientaciones futuras, sino también para crear un debate público con los ciudadanos y, más allá, con los elegidos por ellos, que son Sus Señorías, sobre esta política regional y sobre lo que podría ser un día una política europea de gestión del territorio.","I wish to assure you, firstly, that the merging of the periodic reports and the report on cohesion should not entail any loss of information or loss of interest as regards the content of the report on cohesion which is, as far as I am concerned, Mr Berend, an extremely important instrument, not only to provide information on what has been achieved in a transparent and rigorous manner, so that future guidelines may be examined or evaluated, but also to create a public debate involving the citizens of Europe and, furthermore, with the elected representatives, i.e. yourselves, on the subject of this regional policy and what might one day be a European regional planning policy."
"De cualquier modo, he tomado buena nota del deseo de integrar en el informe los siguientes puntos : la definición, la recogida y el análisis de los indicadores representativos para la región y para todos los países de Europa Central y Oriental; un capítulo sobre las islas y las regiones ultraperiféricas que muchos diputados recordaron, en especial la Sra. Sudre y el Sr. Fruteau; los análisis relativos a la competitividad de las regiones en el caso de los países de Europa Central y Oriental: éste será el gran reto para nosotros, para Sus Señorías, para la Comisión, en los próximos años; por último, los aspectos transfronterizos.","In any event, I have taken note of your wish to see the following points included in the report: the definition, compilation and analysis of representative indicators for the region and for all the countries of Central and Eastern Europe; a chapter on the islands and most remote regions which several of you mentioned, particularly Mrs Sudre and Mr Fruteau; analyses on the competitiveness of the regions in the countries of Central and Eastern Europe. This will constitute a great challenge to us all, for you and for the Commission, in the next few years."
"En todos estos temas haré el mayor esfuerzo para seguir las recomendaciones de Sus Señorías.","And finally, there are the cross-border aspects. I shall endeavour to comply with your recommendations on all these points."
"También quiero traer a colación las conclusiones políticas que, por lo demás, ya conocen todos los diputados, pero cuyos elementos principales querría recordar.","Finally, I should like to mention a few political conclusions which you are, in any case, familiar with, but whose main elements I should like to reiterate."
"Señorías, en el camino de la convergencia real se han realizado progresos significativos, en especial en los cuatro Estados miembros de la cohesión, pero también, señor Pohjamo, lo digo con franqueza, en las regiones del objetivo 2 que han pasado por ciertos retrasos en el nivel de su desarrollo, sobre todo en lo relativo a las infraestructuras.","Ladies and gentlemen, considerable progress has been made on the road to real convergence, particularly for the four cohesion countries, but also frankly, Mr Pohjamo, for the Objective 2 regions which had suffered some delays in terms of development, especially regarding infrastructure."
"Éste es el primer punto político.","This is my first point regarding the policy."
"Segundo punto político: los Fondos estructurales aportaron y continuarán aportando una contribución significativa a este proceso de aproximación.","My second point regarding the policy is as follows: the Structural Funds have made, and continue to make, a significant contribution to the convergence process."
"Todos los modelos macroeconómicos sobre los que trabajamos indican, para el decenio pasado, que más de un tercio de la convergencia obtenida en las regiones no desarrolladas no se habría producido si no hubieran existido los Fondos estructurales.","All the macroeconomic models we are working on show that, over the last decade, more than one third of the convergence achieved in the regions whose development is lagging behind would not have taken place without the Structural Funds."
"No obstante, he tomado buena nota, en lo que respecta en particular a las regiones ultraperiféricas, señora Sudre, señor Fruteau, y también señor Nogueira Román, de que Sus Señorías afirman que aún queda mucho por hacer -y aquí está mi tercer punto- acerca del plan de mejora del contenido de la recuperación del empleo, de la lucha contra la exclusión social, de particular gravedad e insoportable en muchas de nuestras regiones, de la integración de las mujeres y de los jóvenes en el mercado de trabajo.","I have, however, taken note, particularly with regard to the most remote regions, Mrs Sudre, Mr Fruteau, and Mr Nogueira Román too, that your observation is that there is still much to do - and this is my third point regarding the policy - in terms of improving employment take-up aspects, the fight against social exclusion, which is particularly serious and intolerable in many of our regions, and the integration of women and young people into the labour market."
"El cuarto punto político es la ampliación de la Unión: el gran proyecto político y humanista de los años futuros para nuestras instituciones, y asimismo el mayor desafío para la política de cohesión en Europa, un punto sobre el que ha insistido el Sr. Van Dam.","Now to my fourth point regarding the policy; enlargement of the Union, the great political and humanist project of the coming years for our institutions, the major challenge, too, for the European policy on cohesion, a point which Mr van Dam highlighted."
"Diría yo que en Berlín y en los instrumentos financieros puestos a nuestra disposición se perfila lo que podría ser una política de la cohesión para los primeros países que se unirán a nosotros.","I shall say that something is already taking shape in Berlin and in the financial instruments available to us which may be a policy on cohesion for the first countries who are going to join us."
"Pienso en especial en el ISPA, de cuya aplicación seré responsable en las próximas semanas.","I am thinking in particular of the pre-accession structural instrument, which I shall be responsible for implementing in the next few weeks."
"Ya lo ven Sus Señorías: acabamos de lanzar nuestra nueva programación, y ya estamos haciendo juntos una reflexión sobre el impacto de la ampliación de la Unión, sobre nuestra política estructural.","You see, ladies and gentlemen, we have only just initiated the new programming and we are already considering together the impact of the Union' s enlargement on our structural policy."
"Este sexto informe periódico, sobre el que el Sr. Berend ha emitido un juicio globalmente positivo, constituye para nosotros, al menos para mí, una buena base de reflexión.","This sixth periodic report which you assessed as positive on the whole, Mr Berend, is a good basis for our thinking, for us all and for myself."
"Por lo tanto, querría darle las gracias muy sinceramente por este aporte a la reflexión que hemos iniciado para las próximas orientaciones, a la vez que para la buena aplicación de las orientaciones del período 2000-2006.","I should therefore like to thank you most sincerely for your contribution to the thinking which we are already engaged in with regard to the forthcoming guidelines, as well as for the proper application of the guidelines for the period 2000-2006."
"Muchas gracias, señor Comisario.","Thank you very much, Commissioner."
"El debate queda cerrado.","The debate is closed."
"La votación tendrá lugar mañana a las 12.00 horas.","The vote will take place tomorrow at 12 p.m."
"(Se levanta la sesión a las 20.25 horas)","(The sitting was closed at 8.25 p.m.)"
"Aprobación del Acta de la sesión anterior","Adoption of the Minutes of the previous sitting"
"El Acta de la sesión anterior ha sido distribuida.","The Minutes of yesterday' s sitting have been distributed."
"¿Hay alguna objeción?","Are there any comments?"
"Señor Presidente, respondo a una invitación hecha ayer tarde por el Presidente de la Asamblea para hablar en nombre de mi Grupo sobre un asunto al que se hace referencia en el Acta.","Mr President, I respond to an invitation yesterday afternoon by the President of the House to speak on behalf of my group on a matter referred to in the Minutes."
"Me refiero al punto 11 del orden del día.","I refer to item 11 on the order of business."
"En primer lugar, creo que la cuestión planteada ayer por el Presidente del Grupo Socialista sobre el restablecimiento del debate con el Presidente de la Comisión acerca del programa estratégico quinquenal era suficientemente importante para otros oradores que deseaban hacer observaciones breves al respecto como para que se le diera cabida.","Firstly, I believe the issue raised by the President of the Socialist Group yesterday about the reinstatement of the debate with the President of the Commission on the five-year strategic programme was sufficiently important for other speakers who wished to comment briefly on that matter to have been accommodated."
"Deseo expresar esa opinión, pese a que discrepo respetuosamente y voté contra la propuesta del Presidente del Grupo Socialista.","I wish to express that view even if I respectfully disagreed and voted against the proposal of the President of the Socialist Group."
"La segunda observación que quisiera formular -y que me habría gustado hacer ayer antes de la votación- es la de que este Parlamento, como observaron ayer otros oradores, sólo puede tener repercusión de verdad, si trabaja en estrecha cooperación y sinergia con la Comisión Europea.","The second point I would like to make - and which I would have wished to make yesterday before the vote - is that this Parliament, as other speakers remarked yesterday, can only really have an effect if it works in close cooperation and synergy with the European Commission."
"También deberíamos tener la humildad de reconocer que, si queríamos celebrar un debate estratégico acompañado no sólo de una exposición y aclaración por parte del Presidente de la Comisión, sino también de un programa quinquenal, deberíamos contar con los mecanismos correspondientes más de una semana antes del debate en esta Asamblea para poder debatir y transmitir nuestros deseos a tiempo a la Comisión.","We should also have the humility to recognise that, if we wanted to have a strategic debate accompanied not just by a presentation and elucidation by the President of the Commission, but also by a five-year programme, we should have the mechanisms in place more than just a week in advance of the debate in this House, so as to be able to discuss and convey in due time to the Commission what our wishes were."
"Quisiera que extrajéramos una enseñanza básica de esto.","There is one basic lesson I would like us to learn from this."
"Cuando haya debates monográficos importantes programados entre esta Asamblea y la Comisión Europea en el futuro, debemos exponer con claridad, y un mes antes, todo lo que esperamos mutuamente al respecto.","When there are major set-piece debates scheduled between this House and the European Commission in the future, we should clear all of our lines on what are our mutual expectations at least one full working month in advance."
"Primero tiene que haber claridad entre todos los Grupos de esta Asamblea y después entre esta Asamblea y la Comisión.","There needs firstly to be clarity between all of the groups of this House and then between this House and the Commission."
"No debemos encontrarnos al final en la desafortunada situación de que una u otra institución cree una fractura innecesaria en las relaciones institucionales.","We should not find ourselves late in the day in the unfortunate position where the one or other institution creates an unnecessary fracture in institutional relationships."
"Tras examinar algunos de las crónicas de la prensa el viernes pasado, creo que la Comisión y su Presidente dieron pruebas de un encomiable autocontrol en sus comentarios públicos.","Looking at some of the press reports of last Friday, I believe that the Commission and its President exercised commendable self-restraint in the way they commented publicly."
"Eso es algo que agradezco profundamente.","That is something for which I have a deep appreciation."
"Espero que aprovechemos esas enseñanzas y no repitamos esa operación innecesaria, debida -estoy convencido- a un malentendido respecto de lo que se esperaba más que a mala fe alguna por parte de ninguna de las dos instituciones.","I hope that we will learn the lessons and not repeat this unnecessary exercise which I believe was founded on a misapprehension as to what was expected rather than any bad faith on the part of either of the two institutions."
"No se debe dramatizar y atribuirle mayor importancia de la que tiene.","It should not be dramatised into something more than that."
"Muchas gracias, señor Cox.","Thank you very much, Mr Cox."
"Comprendo el sentido de su intervención y tomamos nota de ello.","I understand what you are saying. We have taken note of this."
"Señor Presidente, respecto del punto 11 del Acta sobre el orden de los trabajos, ayer acordamos que el informe Bourlanges figurara en el orden del día de hoy.","Mr President, concerning item 11 of the Minutes on the order of business, we agreed yesterday to have the Bourlanges report on today's agenda."
"Sin embargo, anoche fue retirado de la Comisión de Presupuestos sin que se hubiera examinado ni votado.","However, it was withdrawn from the Committee on Budgets last night without being discussed or voted on."
"Así, pues, hay que retirarlo del orden del día de hoy.","It therefore needs to be withdrawn from today's agenda."
"Lo que usted señala es evidente, señor Wynn.","Mr Wynn, that makes sense."
"Por consiguiente, se retira el informe del orden del día.","The report is hereby withdrawn from the agenda."
"Señor Presidente, respecto de las observaciones formuladas ayer por la Sra. Lynne sobre la salud y la seguridad en este edificio, supongo que se refería a los desagües, porque en el quinto piso de la torre hay un espantoso olor a desagües.","Mr President, regarding Mrs Lynne's comments yesterday about health and safety in this building, I presume she was talking about the drains because there is a dreadful smell of drains on the fifth floor in the Tower."
"Se debe revisar, porque es un claro indicio de que algo no funciona nada bien.","This needs to be looked into because it is clearly an indication that something is seriously wrong."
